a	 -a
idŭrma	- -id-ŭr-m-a
idŭrsa	- -id-ŭr-s-a
idŭsma	- -id-ŭs-m-a
idŭsra	- -id-ŭs-r-a
idŭssa	- -id-ŭs-s-a
idŭmmana	- -id-ŭm-man-a
idŭmrana	- -id-ŭm-ran-a
idŭmsana	- -id-ŭm-san-a
idŭrmana	- -id-ŭr-man-a
idŭrrana	- -id-ŭr-ran-a
idŭrsana	- -id-ŭr-san-a
idŭsmana	- -id-ŭs-man-a
idŭsrana	- -id-ŭs-ran-a
idŭssana	- -id-ŭs-san-a
irdŭm	- -ird-ŭm
irdŭr	- -ird-ŭr
irdŭmi	- -ird-ŭm-i
irdŭri	- -ird-ŭr-i
irdŭma	- -ird-ŭm-a
irdŭra	- -ird-ŭr-a
irdŭmir	- -ird-ŭm-ir
irdŭmis	- -ird-ŭm-is
irdŭrim	- -ird-ŭr-im
irdŭris	- -ird-ŭr-is
irdŭsim	- -ird-ŭs-im
irdŭsir	- -ird-ŭs-ir
irdŭsis	- -ird-ŭs-is
irdŭmman	- -ird-ŭm-man
irdŭmran	- -ird-ŭm-ran
irdŭmsan	- -ird-ŭm-san
irdŭrman	- -ird-ŭr-man
irdŭrran	- -ird-ŭr-ran
irdŭrsan	- -ird-ŭr-san
irdŭsman	- -ird-ŭs-man
irdŭsran	- -ird-ŭs-ran
irdŭssan	- -ird-ŭs-san
irdŭmri	- -ird-ŭm-r-i
irdŭmsi	- -ird-ŭm-s-i
irdŭrmi	- -ird-ŭr-m-i
irdŭrsi	- -ird-ŭr-s-i
irdŭsmi	- -ird-ŭs-m-i
irdŭsri	- -ird-ŭs-r-i
irdŭssi	- -ird-ŭs-s-i
irdŭmmani	- -ird-ŭm-man-i
irdŭmrani	- -ird-ŭm-ran-i
irdŭmsani	- -ird-ŭm-san-i
irdŭrmani	- -ird-ŭr-man-i
irdŭrrani	- -ird-ŭr-ran-i
irdŭrsani	- -ird-ŭr-san-i
irdŭsmani	- -ird-ŭs-man-i
irdŭsrani	- -ird-ŭs-ran-i
irdŭssani	- -ird-ŭs-san-i
irdŭmra	- -ird-ŭm-r-a
irdŭmsa	- -ird-ŭm-s-a
irdŭrma	- -ird-ŭr-m-a
irdŭrsa	- -ird-ŭr-s-a
irdŭsma	- -ird-ŭs-m-a
irdŭsra	- -ird-ŭs-r-a
irdŭssa	- -ird-ŭs-s-a
irdŭmmana	- -ird-ŭm-man-a
irdŭmrana	- -ird-ŭm-ran-a
irdŭmsana	- -ird-ŭm-san-a
irdŭrmana	- -ird-ŭr-man-a
irdŭrrana	- -ird-ŭr-ran-a
irdŭrsana	- -ird-ŭr-san-a
irdŭsmana	- -ird-ŭs-man-a
irdŭsrana	- -ird-ŭs-ran-a
irdŭssana	- -ird-ŭs-san-a
indŭm	- -ind-ŭm
indŭr	- -ind-ŭr
indŭmi	- -ind-ŭm-i
indŭri	- -ind-ŭr-i
indŭma	- -ind-ŭm-a
indŭra	- -ind-ŭr-a
indŭmir	- -ind-ŭm-ir
indŭmis	- -ind-ŭm-is
indŭrim	- -ind-ŭr-im
indŭris	- -ind-ŭr-is
indŭsim	- -ind-ŭs-im
indŭsir	- -ind-ŭs-ir
indŭsis	- -ind-ŭs-is
indŭmman	- -ind-ŭm-man
indŭmran	- -ind-ŭm-ran
indŭmsan	- -ind-ŭm-san
indŭrman	- -ind-ŭr-man
indŭrran	- -ind-ŭr-ran
indŭrsan	- -ind-ŭr-san
indŭsman	- -ind-ŭs-man
indŭsran	- -ind-ŭs-ran
indŭssan	- -ind-ŭs-san
indŭmri	- -ind-ŭm-r-i
indŭmsi	- -ind-ŭm-s-i
indŭrmi	- -ind-ŭr-m-i
indŭrsi	- -ind-ŭr-s-i
indŭsmi	- -ind-ŭs-m-i
indŭsri	- -ind-ŭs-r-i
indŭssi	- -ind-ŭs-s-i
indŭmmani	- -ind-ŭm-man-i
indŭmrani	- -ind-ŭm-ran-i
indŭmsani	- -ind-ŭm-san-i
indŭrmani	- -ind-ŭr-man-i
indŭrrani	- -ind-ŭr-ran-i
indŭrsani	- -ind-ŭr-san-i
indŭsmani	- -ind-ŭs-man-i
indŭsrani	- -ind-ŭs-ran-i
indŭssani	- -ind-ŭs-san-i
indŭmra	- -ind-ŭm-r-a
indŭmsa	- -ind-ŭm-s-a
indŭrma	- -ind-ŭr-m-a
indŭrsa	- -ind-ŭr-s-a
indŭsma	- -ind-ŭs-m-a
indŭsra	- -ind-ŭs-r-a
indŭssa	- -ind-ŭs-s-a
indŭmmana	- -ind-ŭm-man-a
indŭmrana	- -ind-ŭm-ran-a
indŭmsana	- -ind-ŭm-san-a
indŭrmana	- -ind-ŭr-man-a
indŭrrana	- -ind-ŭr-ran-a
indŭrsana	- -ind-ŭr-san-a
indŭsmana	- -ind-ŭs-man-a
indŭsrana	- -ind-ŭs-ran-a
indŭssana	- -ind-ŭs-san-a
kedŭm	- -k-ed-ŭm
kedŭr	- -k-ed-ŭr
kedŭmir	- -k-ed-ŭm-ir
kedŭmis	- -k-ed-ŭm-is
kedŭrim	- -k-ed-ŭr-im
kedŭris	- -k-ed-ŭr-is
kedŭsim	- -k-ed-ŭs-im
kedŭsir	- -k-ed-ŭs-ir
kedŭsis	- -k-ed-ŭs-is
kedŭmman	- -k-ed-ŭm-man
kedŭmran	- -k-ed-ŭm-ran
kedŭmsan	- -k-ed-ŭm-san
kedŭrman	- -k-ed-ŭr-man
kedŭrran	- -k-ed-ŭr-ran
kedŭrsan	- -k-ed-ŭr-san
kedŭsman	- -k-ed-ŭs-man
kedŭsran	- -k-ed-ŭs-ran
kedŭssan	- -k-ed-ŭs-san
kedŭmri	- -k-ed-ŭm-r-i
kedŭmsi	- -k-ed-ŭm-s-i
kedŭrmi	- -k-ed-ŭr-m-i
kedŭrsi	- -k-ed-ŭr-s-i
kedŭsmi	- -k-ed-ŭs-m-i
kedŭsri	- -k-ed-ŭs-r-i
kedŭssi	- -k-ed-ŭs-s-i
kedŭmmani	- -k-ed-ŭm-man-i
kedŭmrani	- -k-ed-ŭm-ran-i
kedŭmsani	- -k-ed-ŭm-san-i
kedŭrmani	- -k-ed-ŭr-man-i
kedŭrrani	- -k-ed-ŭr-ran-i
kedŭrsani	- -k-ed-ŭr-san-i
kedŭsmani	- -k-ed-ŭs-man-i
kedŭsrani	- -k-ed-ŭs-ran-i
kedŭssani	- -k-ed-ŭs-san-i
kedŭmra	- -k-ed-ŭm-r-a
kedŭmsa	- -k-ed-ŭm-s-a
kedŭrma	- -k-ed-ŭr-m-a
kedŭrsa	- -k-ed-ŭr-s-a
kedŭsma	- -k-ed-ŭs-m-a
kedŭsra	- -k-ed-ŭs-r-a
kedŭssa	- -k-ed-ŭs-s-a
kedŭmmana	- -k-ed-ŭm-man-a
kedŭmrana	- -k-ed-ŭm-ran-a
kedŭmsana	- -k-ed-ŭm-san-a
kedŭrmana	- -k-ed-ŭr-man-a
kedŭrrana	- -k-ed-ŭr-ran-a
kedŭrsana	- -k-ed-ŭr-san-a
kedŭsmana	- -k-ed-ŭs-man-a
kedŭsrana	- -k-ed-ŭs-ran-a
kedŭssana	- -k-ed-ŭs-san-a
nawidŭm	- -naw-id-ŭm
nawidŭr	- -naw-id-ŭr
nawidŭmir	- -naw-id-ŭm-ir
nawidŭmis	- -naw-id-ŭm-is
nawidŭrim	- -naw-id-ŭr-im
nawidŭris	- -naw-id-ŭr-is
nawidŭsim	- -naw-id-ŭs-im
nawidŭsir	- -naw-id-ŭs-ir
nawidŭsis	- -naw-id-ŭs-is
nawidŭmman	- -naw-id-ŭm-man
nawidŭmran	- -naw-id-ŭm-ran
nawidŭmsan	- -naw-id-ŭm-san
nawidŭrman	- -naw-id-ŭr-man
nawidŭrran	- -naw-id-ŭr-ran
nawidŭrsan	- -naw-id-ŭr-san
nawidŭsman	- -naw-id-ŭs-man
nawidŭsran	- -naw-id-ŭs-ran
nawidŭssan	- -naw-id-ŭs-san
nawidŭmri	- -naw-id-ŭm-r-i
nawidŭmsi	- -naw-id-ŭm-s-i
nawidŭrmi	- -naw-id-ŭr-m-i
nawidŭrsi	- -naw-id-ŭr-s-i
nawidŭsmi	- -naw-id-ŭs-m-i
nawidŭsri	- -naw-id-ŭs-r-i
nawidŭssi	- -naw-id-ŭs-s-i
nawidŭmmani	- -naw-id-ŭm-man-i
nawidŭmrani	- -naw-id-ŭm-ran-i
nawidŭmsani	- -naw-id-ŭm-san-i
nawidŭrmani	- -naw-id-ŭr-man-i
nawidŭrrani	- -naw-id-ŭr-ran-i
nawidŭrsani	- -naw-id-ŭr-san-i
nawidŭsmani	- -naw-id-ŭs-man-i
nawidŭsrani	- -naw-id-ŭs-ran-i
nawidŭssani	- -naw-id-ŭs-san-i
nawidŭmra	- -naw-id-ŭm-r-a
nawidŭmsa	- -naw-id-ŭm-s-a
nawidŭrma	- -naw-id-ŭr-m-a
nawidŭrsa	- -naw-id-ŭr-s-a
nawidŭsma	- -naw-id-ŭs-m-a
nawidŭsra	- -naw-id-ŭs-r-a
nawidŭssa	- -naw-id-ŭs-s-a
nawidŭmmana	- -naw-id-ŭm-man-a
nawidŭmrana	- -naw-id-ŭm-ran-a
nawidŭmsana	- -naw-id-ŭm-san-a
nawidŭrmana	- -naw-id-ŭr-man-a
nawidŭrrana	- -naw-id-ŭr-ran-a
nawidŭrsana	- -naw-id-ŭr-san-a
nawidŭsmana	- -naw-id-ŭs-man-a
nawidŭsrana	- -naw-id-ŭs-ran-a
nawidŭssana	- -naw-id-ŭs-san-a
rŭm	- -r-ŭm
rŭr	- -r-ŭr
rŭmi	- -r-ŭm-i
rŭri	- -r-ŭr-i
rŭma	- -r-ŭm-a
rŭra	- -r-ŭr-a
rŭmir	- -r-ŭm-ir
rŭmis	- -r-ŭm-is
rŭrim	- -r-ŭr-im
rŭris	- -r-ŭr-is
rŭsim	- -r-ŭs-im
rŭsir	- -r-ŭs-ir
rŭsis	- -r-ŭs-is
rŭmman	- -r-ŭm-man
rŭmran	- -r-ŭm-ran
rŭmsan	- -r-ŭm-san
rŭrman	- -r-ŭr-man
rŭrran	- -r-ŭr-ran
rŭrsan	- -r-ŭr-san
rŭsman	- -r-ŭs-man
rŭsran	- -r-ŭs-ran
rŭssan	- -r-ŭs-san
rŭmri	- -r-ŭm-r-i
rŭmsi	- -r-ŭm-s-i
rŭrmi	- -r-ŭr-m-i
rŭrsi	- -r-ŭr-s-i
rŭsmi	- -r-ŭs-m-i
rŭsri	- -r-ŭs-r-i
rŭssi	- -r-ŭs-s-i
rŭmmani	- -r-ŭm-man-i
rŭmrani	- -r-ŭm-ran-i
rŭmsani	- -r-ŭm-san-i
rŭrmani	- -r-ŭr-man-i
rŭrrani	- -r-ŭr-ran-i
rŭrsani	- -r-ŭr-san-i
rŭsmani	- -r-ŭs-man-i
rŭsrani	- -r-ŭs-ran-i
rŭssani	- -r-ŭs-san-i
rŭmra	- -r-ŭm-r-a
rŭmsa	- -r-ŭm-s-a
rŭrma	- -r-ŭr-m-a
rŭrsa	- -r-ŭr-s-a
rŭsma	- -r-ŭs-m-a
rŭsra	- -r-ŭs-r-a
rŭssa	- -r-ŭs-s-a
rŭmmana	- -r-ŭm-man-a
rŭmrana	- -r-ŭm-ran-a
rŭmsana	- -r-ŭm-san-a
rŭrmana	- -r-ŭr-man-a
rŭrrana	- -r-ŭr-ran-a
rŭrsana	- -r-ŭr-san-a
rŭsmana	- -r-ŭs-man-a
rŭsrana	- -r-ŭs-ran-a
rŭssana	- -r-ŭs-san-a
irŭm	- -ir-ŭm
irŭr	- -ir-ŭr
irŭmi	- -ir-ŭm-i
irŭri	- -ir-ŭr-i
irŭma	- -ir-ŭm-a
irŭra	- -ir-ŭr-a
irŭmir	- -ir-ŭm-ir
irŭmis	- -ir-ŭm-is
irŭrim	- -ir-ŭr-im
irŭris	- -ir-ŭr-is
irŭsim	- -ir-ŭs-im
irŭsir	- -ir-ŭs-ir
irŭsis	- -ir-ŭs-is
irŭmman	- -ir-ŭm-man
irŭmran	- -ir-ŭm-ran
irŭmsan	- -ir-ŭm-san
irŭrman	- -ir-ŭr-man
irŭrran	- -ir-ŭr-ran
irŭrsan	- -ir-ŭr-san
irŭsman	- -ir-ŭs-man
irŭsran	- -ir-ŭs-ran
irŭssan	- -ir-ŭs-san
irŭmri	- -ir-ŭm-r-i
irŭmsi	- -ir-ŭm-s-i
irŭrmi	- -ir-ŭr-m-i
irŭrsi	- -ir-ŭr-s-i
irŭsmi	- -ir-ŭs-m-i
irŭsri	- -ir-ŭs-r-i
irŭssi	- -ir-ŭs-s-i
irŭmmani	- -ir-ŭm-man-i
irŭmrani	- -ir-ŭm-ran-i
irŭmsani	- -ir-ŭm-san-i
irŭrmani	- -ir-ŭr-man-i
irŭrrani	- -ir-ŭr-ran-i
irŭrsani	- -ir-ŭr-san-i
irŭsmani	- -ir-ŭs-man-i
irŭsrani	- -ir-ŭs-ran-i
irŭssani	- -ir-ŭs-san-i
irŭmra	- -ir-ŭm-r-a
irŭmsa	- -ir-ŭm-s-a
irŭrma	- -ir-ŭr-m-a
irŭrsa	- -ir-ŭr-s-a
irŭsma	- -ir-ŭs-m-a
irŭsra	- -ir-ŭs-r-a
irŭssa	- -ir-ŭs-s-a
irŭmmana	- -ir-ŭm-man-a
irŭmrana	- -ir-ŭm-ran-a
irŭmsana	- -ir-ŭm-san-a
irŭrmana	- -ir-ŭr-man-a
irŭrrana	- -ir-ŭr-ran-a
irŭrsana	- -ir-ŭr-san-a
irŭsmana	- -ir-ŭs-man-a
irŭsrana	- -ir-ŭs-ran-a
irŭssana	- -ir-ŭs-san-a
īrŭm	- -ī-r-ŭm
īrŭr	- -ī-r-ŭr
īrŭmi	- -ī-r-ŭm-i
īrŭri	- -ī-r-ŭr-i
īrŭma	- -ī-r-ŭm-a
īrŭra	- -ī-r-ŭr-a
tŭm	t-ŭm
tŭr	t-ŭr
tŭmi	t-ŭm-i
tŭri	t-ŭr-i
tŭma	t-ŭm-a
tŭra	t-ŭr-a
tŭmir	t-ŭm-ir
tŭmis	t-ŭm-is
tŭrim	t-ŭr-im
tŭris	t-ŭr-is
tŭsim	t-ŭs-im
tŭsir	t-ŭs-ir
tŭsis	t-ŭs-is
tŭmman	t-ŭm-man
tŭmran	t-ŭm-ran
tŭmsan	t-ŭm-san
tŭrman	t-ŭr-man
tŭrran	t-ŭr-ran
tŭrsan	t-ŭr-san
tŭsman	t-ŭs-man
tŭsran	t-ŭs-ran
tŭssan	t-ŭs-san
tŭmri	t-ŭm-r-i
tŭmsi	t-ŭm-s-i
tŭrmi	t-ŭr-m-i
tŭrsi	t-ŭr-s-i
tŭsmi	t-ŭs-m-i
tŭsri	t-ŭs-r-i
tŭssi	t-ŭs-s-i
tŭmmani	t-ŭm-man-i
tŭmrani	t-ŭm-ran-i
tŭmsani	t-ŭm-san-i
tŭrmani	t-ŭr-man-i
tŭrrani	t-ŭr-ran-i
tŭrsani	t-ŭr-san-i
tŭsmani	t-ŭs-man-i
tŭsrani	t-ŭs-ran-i
tŭssani	t-ŭs-san-i
tŭmra	t-ŭm-r-a
tŭmsa	t-ŭm-s-a
tŭrma	t-ŭr-m-a
tŭrsa	t-ŭr-s-a
tŭsma	t-ŭs-m-a
tŭsra	t-ŭs-r-a
tŭssa	t-ŭs-s-a
tŭmmana	t-ŭm-man-a
tŭmrana	t-ŭm-ran-a
tŭmsana	t-ŭm-san-a
tŭrmana	t-ŭr-man-a
tŭrrana	t-ŭr-ran-a
tŭrsana	t-ŭr-san-a
tŭsmana	t-ŭs-man-a
tŭsrana	t-ŭs-ran-a
tŭssana	t-ŭs-san-a
ērŭm	ē-r-ŭm
ērŭr	ē-r-ŭr
ērŭmi	ē-r-ŭm-i
ērŭri	ē-r-ŭr-i
ērŭma	ē-r-ŭm-a
ērŭra	ē-r-ŭr-a
ērŭmir	ē-r-ŭm-ir
ērŭmis	ē-r-ŭm-is
ērŭrim	ē-r-ŭr-im
ērŭris	ē-r-ŭr-is
ērŭsim	ē-r-ŭs-im
ērŭsir	ē-r-ŭs-ir
ērŭsis	ē-r-ŭs-is
ērŭmman	ē-r-ŭm-man
ērŭmran	ē-r-ŭm-ran
ērŭmsan	ē-r-ŭm-san
ērŭrman	ē-r-ŭr-man
ērŭrran	ē-r-ŭr-ran
ērŭrsan	ē-r-ŭr-san
ērŭsman	ē-r-ŭs-man
ērŭsran	ē-r-ŭs-ran
ērŭssan	ē-r-ŭs-san
ērŭmri	ē-r-ŭm-r-i
ērŭmsi	ē-r-ŭm-s-i
ērŭrmi	ē-r-ŭr-m-i
ērŭrsi	ē-r-ŭr-s-i
ērŭsmi	ē-r-ŭs-m-i
ērŭsri	ē-r-ŭs-r-i
ērŭssi	ē-r-ŭs-s-i
ērŭmmani	ē-r-ŭm-man-i
ērŭmrani	ē-r-ŭm-ran-i
ērŭmsani	ē-r-ŭm-san-i
ērŭrmani	ē-r-ŭr-man-i
ērŭrrani	ē-r-ŭr-ran-i
ērŭrsani	ē-r-ŭr-san-i
ērŭsmani	ē-r-ŭs-man-i
ērŭsrani	ē-r-ŭs-ran-i
ērŭssani	ē-r-ŭs-san-i
ērŭmra	ē-r-ŭm-r-a
ērŭmsa	ē-r-ŭm-s-a
ērŭrma	ē-r-ŭr-m-a
ērŭrsa	ē-r-ŭr-s-a
ērŭsma	ē-r-ŭs-m-a
ērŭsra	ē-r-ŭs-r-a
ērŭssa	ē-r-ŭs-s-a
ērŭmmana	ē-r-ŭm-man-a
ērŭmrana	ē-r-ŭm-ran-a
ērŭmsana	ē-r-ŭm-san-a
ērŭrmana	ē-r-ŭr-man-a
ērŭrrana	ē-r-ŭr-ran-a
ērŭrsana	ē-r-ŭr-san-a
ērŭsmana	ē-r-ŭs-man-a
ērŭsrana	ē-r-ŭs-ran-a
ērŭssana	ē-r-ŭs-san-a
garŭm	ga-r-ŭm
garŭr	ga-r-ŭr
garŭmi	ga-r-ŭm-i
garŭri	ga-r-ŭr-i
garŭma	ga-r-ŭm-a
garŭra	ga-r-ŭr-a
garŭmir	ga-r-ŭm-ir
garŭmis	ga-r-ŭm-is
garŭrim	ga-r-ŭr-im
garŭris	ga-r-ŭr-is
garŭsim	ga-r-ŭs-im
garŭsir	ga-r-ŭs-ir
garŭsis	ga-r-ŭs-is
garŭmman	ga-r-ŭm-man
garŭmran	ga-r-ŭm-ran
garŭmsan	ga-r-ŭm-san
garŭrman	ga-r-ŭr-man
garŭrran	ga-r-ŭr-ran
garŭrsan	ga-r-ŭr-san
garŭsman	ga-r-ŭs-man
garŭsran	ga-r-ŭs-ran
garŭssan	ga-r-ŭs-san
garŭmri	ga-r-ŭm-r-i
garŭmsi	ga-r-ŭm-s-i
garŭrmi	ga-r-ŭr-m-i
garŭrsi	ga-r-ŭr-s-i
garŭsmi	ga-r-ŭs-m-i
garŭsri	ga-r-ŭs-r-i
garŭssi	ga-r-ŭs-s-i
garŭmmani	ga-r-ŭm-man-i
garŭmrani	ga-r-ŭm-ran-i
garŭmsani	ga-r-ŭm-san-i
garŭrmani	ga-r-ŭr-man-i
garŭrrani	ga-r-ŭr-ran-i
garŭrsani	ga-r-ŭr-san-i
garŭsmani	ga-r-ŭs-man-i
garŭsrani	ga-r-ŭs-ran-i
garŭssani	ga-r-ŭs-san-i
garŭmra	ga-r-ŭm-r-a
garŭmsa	ga-r-ŭm-s-a
garŭrma	ga-r-ŭr-m-a
garŭrsa	ga-r-ŭr-s-a
garŭsma	ga-r-ŭs-m-a
garŭsra	ga-r-ŭs-r-a
garŭssa	ga-r-ŭs-s-a
garŭmmana	ga-r-ŭm-man-a
garŭmrana	ga-r-ŭm-ran-a
garŭmsana	ga-r-ŭm-san-a
garŭrmana	ga-r-ŭr-man-a
garŭrrana	ga-r-ŭr-ran-a
garŭrsana	ga-r-ŭr-san-a
garŭsmana	ga-r-ŭs-man-a
garŭsrana	ga-r-ŭs-ran-a
garŭssana	ga-r-ŭs-san-a
hrŭm	- -h-r-ŭm
hrŭr	- -h-r-ŭr
hrŭmi	- -h-r-ŭm-i
hrŭri	- -h-r-ŭr-i
hrŭma	- -h-r-ŭm-a
hrŭra	- -h-r-ŭr-a
xallīhŭm	xallī-hŭm
ḍallŭ	ḍall-ŭ
ḍallhŭm	ḍall-hŭm
innŭ	inn-ŭ
innhŭm	inn-hŭm
abŭske	ab-ŭs-ke
abŭska	ab-ŭs-ka
kŭm	 -kŭm
hŭm	 -hŭm
iyyākŭm	iyyā-kŭm
iyyāhŭm	iyyā-hŭm
biddkŭm	bidd-kŭm
biddhŭm	bidd-hŭm
kŭnt	kŭnt
kŭnti	kŭnti
kŭnna	kŭnna
kŭntū	kŭntū
xallīkŭm	xallī-kŭm
innkŭm	inn-kŭm
à	 -à
àn	 -àn
iyà	 -iyà
àt	 -àt
àk	 -àk
àki	 -àk-i
às	 -às
yà	 -y-à
tà	 -tà
àstà	 -às-tà
yàtà	 -y-à-tà
àntà	 -àn-tà
yàntà	 -y-àn-tà
imtà	 -im-tà
irtà	 -ir-tà
istà	 -is-tà
omtà	 -o-m-tà
ortà	 -o-r-tà
ostà	 -o-s-tà
ēmtà	 -ē-m-tà
ērtà	 -ē-r-tà
ēstà	 -ē-s-tà
omàntà	 -o-màn-tà
oràntà	 -o-ràn-tà
osàntà	 -o-sàn-tà
ēmàntà	 -ē-màn-tà
ēràntà	 -ē-ràn-tà
ēsàntà	 -ē-sàn-tà
àski	 -às-ki
yàki	 -y-à-ki
ànki	 -àn-ki
yànki	 -y-àn-ki
omànki	 -o-màn-ki
orànki	 -o-ràn-ki
osànki	 -o-sàn-ki
ēmànki	 -ē-màn-ki
ērànki	 -ē-ràn-ki
ēsànki	 -ē-sàn-ki
mà	 -mà
àsmà	 -às-mà
yàmà	 -y-à-mà
ànmà	 -àn-mà
yànmà	 -y-àn-mà
immà	 -im-mà
irmà	 -ir-mà
ismà	 -is-mà
ommà	 -o-m-mà
ormà	 -o-r-mà
osmà	 -o-s-mà
ēmmà	 -ē-m-mà
ērmà	 -ē-r-mà
ēsmà	 -ē-s-mà
omànmà	 -o-màn-mà
orànmà	 -o-ràn-mà
osànmà	 -o-sàn-mà
ēmànmà	 -ē-màn-mà
ērànmà	 -ē-ràn-mà
ēsànmà	 -ē-sàn-mà
kà	 -kà
àskà	 -às-kà
yàkà	 -y-à-kà
ànkà	 -àn-kà
yànkà	 -y-àn-kà
imkà	 -im-kà
irkà	 -ir-kà
iskà	 -is-kà
omkà	 -o-m-kà
orkà	 -o-r-kà
oskà	 -o-s-kà
ēmkà	 -ē-m-kà
ērkà	 -ē-r-kà
ēskà	 -ē-s-kà
omànkà	 -o-màn-kà
orànkà	 -o-ràn-kà
osànkà	 -o-sàn-kà
ēmànkà	 -ē-màn-kà
ērànkà	 -ē-ràn-kà
ēsànkà	 -ē-sàn-kà
àske	 -às-ke
yàke	 -y-à-ke
ànke	 -àn-ke
yànke	 -y-àn-ke
omànke	 -o-màn-ke
orànke	 -o-ràn-ke
osànke	 -o-sàn-ke
ēmànke	 -ē-màn-ke
ērànke	 -ē-ràn-ke
ēsànke	 -ē-sàn-ke
àbomke	àb-om-ke
àborke	àb-or-ke
àboske	àb-os-ke
àbuske	àb-us-ke
àbomkà	àb-om-kà
àborkà	àb-or-kà
àboskà	àb-os-kà
àbuskà	àb-us-kà
àbmànke	àb-màn-ke
àbrànke	àb-ràn-ke
àbsànke	àb-sàn-ke
àbmànkà	àb-màn-kà
àbrànkà	àb-ràn-kà
àbsànkà	àb-sàn-kà
kerà	 -kerà
sàn	 -sàn
àssàn	 -às-sàn
yàsàn	 -y-à-sàn
ànsàn	 -àn-sàn
yànsàn	 -y-àn-sàn
imsàn	 -im-sàn
irsàn	 -ir-sàn
issàn	 -is-sàn
omsàn	 -o-m-sàn
orsàn	 -o-r-sàn
ossàn	 -o-s-sàn
ēmsàn	 -ē-m-sàn
ērsàn	 -ē-r-sàn
ēssàn	 -ē-s-sàn
omànsàn	 -o-màn-sàn
orànsàn	 -o-ràn-sàn
osànsàn	 -o-sàn-sàn
ēmànsàn	 -ē-màn-sàn
ērànsàn	 -ē-ràn-sàn
ēsànsàn	 -ē-sàn-sàn
nà	 -nà
biddàk	bidd-àk
ēmàn	 -ē-màn
ēràn	 -ē-ràn
ēsàn	 -ē-sàn
ēmàni	 -ē-màn-i
ēràni	 -ē-ràn-i
ēsàni	 -ē-sàn-i
omàn	 -o-màn
oràn	 -o-ràn
osàn	 -o-sàn
omàni	 -o-màn-i
oràni	 -o-ràn-i
osàni	 -o-sàn-i
màn	 -màn
ràn	 -ràn
sàn	 -sàn
wàšīm	wàšī-m
wàšīr	wàšī-r
wàšīs	wàšī-s
wàšīmàn	wàšī-màn
wàšīràn	wàšī-ràn
wàšīsàn	wàšī-sàn
wāšīmàn	wāšī-màn	
wāšīràn	wāšī-ràn
wāšīsàn	wāšī-sàn
minkīmàn	minkī-màn
minkīràn	minkī-ràn
minkīsàn	minkī-sàn
ʕànkīm	ʕànkī-m
ʕànkīr	ʕànkī-r
ʕànkīs	ʕànkī-s
ʕànkīmàn	ʕànkī-màn
ʕànkīràn	ʕànkī-ràn
ʕàkīsàn	ʕànkī-sàn
àtnīm	àtnī-m
àtnīr	àtnī-r
àtnīs	àtnī-s
àtnīmàn	àtnī-màn
àtnīràn	àtnī-ràn
àtnīsàn	àtnī-sàn
nkīmàn	nkī-màn
nkīràn	nkī-ràn
nkīsàn	nkī-sàn
wàšīmi	wàšī-m-i
wàšīri	wàšī-r-i
wàšīsi	wàšī-s-i
wàšīmàni	wàšī-màn-i
wàšīràni	wàšī-ràn-i
wàšīsàni	wàšī-sàn-i
minkīmàni	minkī-màn-i
minkīràni	minkī-ràn-i
minkīsàni	minkī-sàn-i
àtnīmi	àtnī-m-i
àtnīri	àtnī-r-i
àtnīsi	àtnī-s-i
àtnīmàni	àtnī-màn-i
àtnīràni	àtnī-ràn-i
àtnīsàni	àtnī-sàn-i
nkīmàni	nkī-màn-i
nkīràni	nkī-ràn-i
nkīsàni	nkī-sàn-i
eràs	er-às
erà	er-à
eràn	er-àn
eràske	er-às-ke
eràke	er-à-ke
erànke	er-àn-ke
eràsmà	er-às-mà
eràmà	er-à-mà
erànmà	er-àn-mà
eràstà	er-às-tà
eràtà	er-à-tà
eràntà	er-àn-tà
eràssàn	er-às-sàn
eràsàn	er-à-sàn
erànsàn	er-àn-sàn
eràski	er-às-ki
eràki	er-à-ki
erànki	er-àn-ki
ōràs	ōr-às
ōrà	ōr-à
ōràn	ōr-àn
ōràske	ōr-às-ke
ōràke	ōr-à-ke
ōrànke	ōr-àn-ke
ōràsmà	ōr-às-mà
ōràmà	ōr-à-mà
ōrànmà	ōr-àn-mà
ōràstà	ōr-às-tà
ōràtà	ōr-à-tà
ōràntà	ōr-àn-tà
ōràssàn	ōr-às-sàn
ōràsàn	ōr-à-sàn
ōrànsàn	ōr-àn-sàn
ōràski	ōr-às-ki
ōràki	ōr-à-ki
ōrànki	ōr-àn-ki
kàtetà	kàte-tà
kàteti	kàte-ti
kàtete	kàte-te
hàṭetà	hàṭe-tà
hàṭeti	hàṭe-ti
hàṭete	hàṭe-te
àm	- -àm
àr	- -àr
àn	- -àn
às	- -às
ànd	- -ànd
àd	- -àd
àmi	- -àm-i
àri	- -àr-i
àni	- -àn-i
àsi	- -às-i
àndi	- -ànd-i
àdi	- -àd-i
àmà	- -àm-à
ēyà	- -ēy-à
àrà	- -àr-à
ànà	- -àn-à
àsà	- -às-à
àndà	- -ànd-à
àdà	- -àd-à
àmir	- -àm-ir
àmis	- -àm-is
àmmàn	- -àm-màn
àmràn	- -àm-ràn
àmsàn	- -àm-sàn
ēmàn	- -ē-màn
ēràn	- -ē-ràn
ēsàn	- -ē-sàn
àrim	- -àr-im
